ID,Decidim Component ID,Decidim Scope ID,Created At,Updated At,Proposal Votes Count,State,Answered At,Answer,Reference,Address,Latitude,Longitude,Published At,Proposal Notes Count,Coauthorships Count,Participatory Text Level,Position,Created In Meeting,Cost,Cost Report,Execution Period,State Published At,Endorsements Count,Title,Body,Comments Count,Follows Count,Is Interactive,Badge Array,Associated State,Title Clean,Body Clean,Topic
13958,10,1.0,"2023-10-30T21:56:13,121","2023-10-31T00:00:44,423",14,,,,brasilpartipativo-PROP-2023-10-13958,,,,"2023-10-30T21:56:42,332",0,1,,2304,False,,,,,0,"{""pt-BR"": ""Desenvolvendo pensamento crítico com arte""}","{""pt-BR"": ""O projeto “Cine Debate” promove o acesso da população à produção cinematográfica, através da exibição de filmes, documentários e vídeos que abordem temas ligados aos direitos sociais e que levem a população a refletir. Como também, logo após a exibição o objetivo é levar o público a refletir e debater sobre o tema tratado, estimulando o senso crítico da população em questão e o conhecimento histórico-cultural abordado na obra.""}",1,2,True,[],,desenvolvendo pensamento crítico com arte,"o projeto “cine debate” promove o acesso da população à produção cinematográfica, através da exibição de filmes, documentários e vídeos que abordem temas ligados aos direitos sociais e que levem a população a refletir. como também, logo após a exibição o objetivo é levar o público a refletir e debater sobre o tema tratado, estimulando o senso crítico da população em questão e o conhecimento histórico-cultural abordado na obra.",Cultura
17642,68,,"2023-12-12T12:35:55,496","2023-12-12T14:33:28,951",13,,,,brasilpartipativo-PROP-2023-12-17642,,,,"2023-12-12T12:36:48,750",0,1,,18,False,,,,,0,"{""pt-BR"": ""Apoio a criação de um sistema de monitoramento participativo e popular a respeito da mortalidade de abelhas""}","{""pt-BR"": ""Apoia a criação de um sistema de monitoramento participativo e popular relacionado a mortalidade de abelhas pelo uso de agrotóxico, como passo para uma transição que proíba o uso dessas substância nocivas a vida e o incentivo e fomento a uma agricultura que promova a vida, como a biocenose dos solos que ameniza as consequências do aquecimento global, e que conserve e preserve os nossos Bens Naturais: biodiversidade, solo, água e ar, e garanta uma Saúde Integral dos Agroecossistemas.""}",1,1,True,[],,apoio a criação de um sistema de monitoramento participativo e popular a respeito da mortalidade de abelhas,"apoia a criação de um sistema de monitoramento participativo e popular relacionado a mortalidade de abelhas pelo uso de agrotóxico, como passo para uma transição que proíba o uso dessas substância nocivas a vida e o incentivo e fomento a uma agricultura que promova a vida, como a biocenose dos solos que ameniza as consequências do aquecimento global, e que conserve e preserve os nossos bens naturais: biodiversidade, solo, água e ar, e garanta uma saúde integral dos agroecossistemas.",Cultura
19350,85,,"2024-08-05T16:26:04,708","2024-08-05T16:26:52,578",14,,,,brasilpartipativo-PROP-2024-08-19350,,,,"2024-08-05T16:26:04,801",0,1,,747,False,,,,,0,"{""pt-BR"": ""Disciplina obrigatória de Cultura Oceânica desde o Ensino Fundamental até o Ensino Médio""}","{""pt-BR"": ""A Cultura Oceânica é o entendimento de como o oceano influencia a nossa vida e como nossas ações influenciam o oceano. Ao incluir a disciplina de Cultura Oceânica nos currículos de todas as escolas públicas e privadas do Brasil, litorâneas e longe do mar, os alunos irão conhecer e refletir de forma crítica sobre a importância dos oceanos em nossa vida, atendendendo aos Objetivos de Desenvolvimento Sustentável da ONU, visando o cumprimento da Agenda 2030 e um futuro melhor para nosso planeta.""}",1,1,True,[],,disciplina obrigatória de cultura oceânica desde o ensino fundamental até o ensino médio,"a cultura oceânica é o entendimento de como o oceano influencia a nossa vida e como nossas ações influenciam o oceano. ao incluir a disciplina de cultura oceânica nos currículos de todas as escolas públicas e privadas do brasil, litorâneas e longe do mar, os alunos irão conhecer e refletir de forma crítica sobre a importância dos oceanos em nossa vida, atendendendo aos objetivos de desenvolvimento sustentável da onu, visando o cumprimento da agenda 2030 e um futuro melhor para nosso planeta.",Cultura
17662,68,,"2023-12-12T13:54:08,912","2023-12-12T19:13:34,375",8,,,,brasilpartipativo-PROP-2023-12-17662,,,,"2023-12-12T13:55:17,925",0,1,,37,False,,,,,0,"{""pt-BR"": ""Pesquisa e desenvolvimento de técnicas massivas para produção agroecologica ""}","{""pt-BR"": ""Assim como a Embrapa, órgão público de pesquisa e desenvolvimento agrícola, participou ativamente do desenvolvimento de técnicas para o desenvolvimento do agronegócio, está moção manifesta favorável pela adesão da Embrapa nas pesquisas e desenvolvimentos de técnicas de produção massivas para a agricultura agroecologica baseadas em fertilizantes orgânicos e   biodefensivos.Assim criando um ambiente econômico para que todos agricultores possam adotar a groecologia como.tecnica produtiva e rentável""}",1,1,True,[],,pesquisa e desenvolvimento de técnicas massivas para produção agroecologica ,"assim como a embrapa, órgão público de pesquisa e desenvolvimento agrícola, participou ativamente do desenvolvimento de técnicas para o desenvolvimento do agronegócio, está moção manifesta favorável pela adesão da embrapa nas pesquisas e desenvolvimentos de técnicas de produção massivas para a agricultura agroecologica baseadas em fertilizantes orgânicos e   biodefensivos.assim criando um ambiente econômico para que todos agricultores possam adotar a groecologia como.tecnica produtiva e rentável",Cultura
18029,85,,"2024-06-11T00:32:46,270","2024-08-07T18:58:59,844",10,,,,brasilpartipativo-PROP-2024-06-18029,,,,"2024-06-11T00:32:46,341",0,1,,88,False,,,,,0,"{""pt-BR"": ""Eu quero mudar meu clima""}","{""pt-BR"": ""Municipalizar a educação ambiental com a \"" temática mudanças climáticas\"" tornando matéria curricular em todos os níveis de ensino. Através de ações locais levando e socializando o saber e formando \"" guardiões climáticos locais. Capacitando e integrando os municípios aos planos estaduais e federais voltados as Mudanças climáticas. Da mesma forma propor conselhos climáticos municipais e criação de fundos municipais para enfrentamento as \"" mudanças climáticas.\nÉ preciso ações extremas e lucidez.""}",1,1,True,[],,eu quero mudar meu clima,"municipalizar a educação ambiental com a "" temática mudanças climáticas"" tornando matéria curricular em todos os níveis de ensino. através de ações locais levando e socializando o saber e formando "" guardiões climáticos locais. capacitando e integrando os municípios aos planos estaduais e federais voltados as mudanças climáticas. da mesma forma propor conselhos climáticos municipais e criação de fundos municipais para enfrentamento as "" mudanças climáticas.
é preciso ações extremas e lucidez.",Cultura
19759,85,,"2024-08-23T23:49:20,957","2024-08-23T23:49:37,326",0,,,,brasilpartipativo-PROP-2024-08-19759,,,,"2024-08-23T23:49:21,023",0,1,,1128,False,,,,,0,"{""pt-BR"": ""Propostas para o Plano Clima do Bioma Cerrado à Plenária do Bioma Cerrado no Contexto do Plano Clima Emergente do Brasil""}","{""pt-BR"": ""Educação e Conscientização Climática\na- Educação e Capacitação:\n   i- Implementar programas de educação ambiental nas comunidades locais, visando sensibilizar sobre a importância da conservação do Cerrado e formas de mitigação e adaptação à mudança do clima.\n   ii- Criar capacitação técnica para agricultores, gestores e lideranças locais sobre práticas de uso sustentável dos recursos naturais e adaptação ao clima.\nb- Programas de Educação Ambiental:\nCriar programas de educação ambiental específi""}",1,1,True,[],,propostas para o plano clima do bioma cerrado à plenária do bioma cerrado no contexto do plano clima emergente do brasil,"educação e conscientização climática
a- educação e capacitação:
   i- implementar programas de educação ambiental nas comunidades locais, visando sensibilizar sobre a importância da conservação do cerrado e formas de mitigação e adaptação à mudança do clima.
   ii- criar capacitação técnica para agricultores, gestores e lideranças locais sobre práticas de uso sustentável dos recursos naturais e adaptação ao clima.
b- programas de educação ambiental:
criar programas de educação ambiental específi",Cultura
19891,85,,"2024-08-29T17:41:05,267","2024-08-29T17:47:46,186",1,,,,brasilpartipativo-PROP-2024-08-19891,,,,"2024-08-29T17:41:05,358",0,1,,1227,False,,,,,0,"{""pt-BR"": ""Promover a educação ambiental não formal disseminando conhecimentos.""}","{""pt-BR"": ""Organização de eventos como caminhada ecológica, plantio de árvores, limpezas de praias e rios, divulgar a importância da reciclagem, a educação é essencial para grandes mudanças.""}",1,1,True,[],,promover a educação ambiental não formal disseminando conhecimentos.,"organização de eventos como caminhada ecológica, plantio de árvores, limpezas de praias e rios, divulgar a importância da reciclagem, a educação é essencial para grandes mudanças.",Cultura
20041,85,,"2024-09-10T23:11:52,716","2024-09-10T23:21:12,222",4,,,,brasilpartipativo-PROP-2024-09-20041,,,,"2024-09-10T23:11:52,781",0,1,,1335,False,,,,,0,"{""pt-BR"": ""Revitalizar e restaurar os canais de drenagem, com ênfase no canal Campos Macaé dada sua importância histórica ""}","{""pt-BR"": ""A proposta visa a revitalização e restauração dos canais de drenagem, com ênfase no canal Campos Macaé, dada sua importância histórica para o desenvolvimento regional e sua relevância estratégica para a indústria do petróleo no Brasil. O canal desempenhou um papel central na expansão da exploração e produção de petróleo na Bacia de Campos, e sua preservação pode ser vista como parte da conservação da infraestrutura natural e cultural ligada ao desenvolvimento industrial.""}",1,1,True,[],,"revitalizar e restaurar os canais de drenagem, com ênfase no canal campos macaé dada sua importância histórica ","a proposta visa a revitalização e restauração dos canais de drenagem, com ênfase no canal campos macaé, dada sua importância histórica para o desenvolvimento regional e sua relevância estratégica para a indústria do petróleo no brasil. o canal desempenhou um papel central na expansão da exploração e produção de petróleo na bacia de campos, e sua preservação pode ser vista como parte da conservação da infraestrutura natural e cultural ligada ao desenvolvimento industrial.",Cultura
21304,287,,"2024-10-23T22:52:01,125","2024-12-04T02:05:52,871",9,,,,brasilpartipativo-PROP-2024-10-21304,,,,"2024-10-23T22:52:01,213",0,1,,81,False,,,,,0,"{""pt-BR"": ""Bibliotecas públicas para todas as comunidades ""}","{""pt-BR"": ""Bibliotecas públicas são equipamentos que contribuem para o acesso a cultura e trabalham em prol do desenvolvimento sustentável de comunidades em situação de vulnerabilidade social. É preciso garantir a disponibilidade de infraestrutura física adequada, atualização do acervo, equipamentos modernos, mobiliário acessível, pessoal capacitado e incentivo para a realização de atividades culturais diversas. O Plano Nacional de Cultura precisa garantir a manutenção destes espaços.""}",1,1,True,[],,bibliotecas públicas para todas as comunidades ,"bibliotecas públicas são equipamentos que contribuem para o acesso a cultura e trabalham em prol do desenvolvimento sustentável de comunidades em situação de vulnerabilidade social. é preciso garantir a disponibilidade de infraestrutura física adequada, atualização do acervo, equipamentos modernos, mobiliário acessível, pessoal capacitado e incentivo para a realização de atividades culturais diversas. o plano nacional de cultura precisa garantir a manutenção destes espaços.",Cultura
20653,287,50.0,"2024-10-16T18:39:05,946","2024-10-23T16:45:16,275",27,,,,brasilpartipativo-PROP-2024-10-20653,,,,"2024-10-16T18:39:05,929",0,1,,34,True,,,,,0,"{""pt-BR"": ""Congresso aprova 10% do orçamento federal, estadual e municipal para cultura""}","{""pt-BR"": ""<p>Proposta sugerida na Oficina do Distrito Federal que dialoga com o objetivo de Reduzir as desigualdades no acesso ao fomento, promover ações afirmativas e reparatórias e garantir a acessibilidade cultural nas ações fomentadas e busca ampliar orçamento para cultura</p>""}",1,0,True,[],,"congresso aprova 10% do orçamento federal, estadual e municipal para cultura","<p>proposta sugerida na oficina do distrito federal que dialoga com o objetivo de reduzir as desigualdades no acesso ao fomento, promover ações afirmativas e reparatórias e garantir a acessibilidade cultural nas ações fomentadas e busca ampliar orçamento para cultura</p>",Cultura
21335,287,,"2024-10-24T16:51:42,022","2024-10-24T16:52:43,782",2,,,,brasilpartipativo-PROP-2024-10-21335,,,,"2024-10-24T16:51:42,109",0,1,,112,False,,,,,0,"{""pt-BR"": ""Incentivo a Cinemas Itinerantes Sustentáveis""}","{""pt-BR"": ""Meta: Aumentar o incentivo a cinemas itinerantes voltados à sustentabilidade até 2035, promovendo conscientização ambiental e inclusão social.\nAções: Apoiar circuitos itinerantes que exibam filmes sobre meio ambiente e sustentabilidade; implementar a Certificação Verde para práticas sustentáveis em todas as fases de produção e exibição; e garantir acessibilidade em todas as sessões, promovendo impacto social e ambiental.""}",1,1,True,[],,incentivo a cinemas itinerantes sustentáveis,"meta: aumentar o incentivo a cinemas itinerantes voltados à sustentabilidade até 2035, promovendo conscientização ambiental e inclusão social.
ações: apoiar circuitos itinerantes que exibam filmes sobre meio ambiente e sustentabilidade; implementar a certificação verde para práticas sustentáveis em todas as fases de produção e exibição; e garantir acessibilidade em todas as sessões, promovendo impacto social e ambiental.",Cultura
18206,85,,"2024-06-23T18:36:26,529","2024-11-22T18:03:26,218",69,partially_accepted,"2024-11-22T18:03:26,202","{""pt-BR"": ""<p>Proposta encaminhada para os Planos Setoriais e Transversais</p>""}",brasilpartipativo-PROP-2024-06-18206,,,,"2024-06-23T18:37:29,105",0,1,,265,False,,{},{},"2024-11-22T18:03:26,204",0,"{""pt-BR"": ""Pegada de Carbono Individual - PCI""}","{""pt-BR"": ""Implantação pela ANVISA (QR code de Descarte) em toda embalagem potencialmente poluidora. É comum pedirem o CPF para finalizar uma compra no mercado, certo? Com a integração do sistema para acompanhar cada item consumido por CPF, seria possível criar um app para smartphone com a Pegada de Carbono Individual. Responsabilizando a população a escanear toda embalagem após o consumo, assim a pegada diminui; caso contrário, vai acumulando. É uma ótima ideia para promover a sustentabilidade.""}",1,1,True,"[""Mais Votada""]",,pegada de carbono individual - pci,"implantação pela anvisa (qr code de descarte) em toda embalagem potencialmente poluidora. é comum pedirem o cpf para finalizar uma compra no mercado, certo? com a integração do sistema para acompanhar cada item consumido por cpf, seria possível criar um app para smartphone com a pegada de carbono individual. responsabilizando a população a escanear toda embalagem após o consumo, assim a pegada diminui; caso contrário, vai acumulando. é uma ótima ideia para promover a sustentabilidade.",Cultura
21460,287,,"2024-10-30T17:58:51,580","2024-10-30T18:02:41,721",0,,,,brasilpartipativo-PROP-2024-10-21460,,,,"2024-10-30T17:58:51,659",0,1,,217,False,,,,,0,"{""pt-BR"": ""Fiscalização dos recuso destinado ao estado e município. ""}","{""pt-BR"": ""Fiscalização da verba ,destinada aos estado e municipio, para que realmente chegue aos fazedores de cultura.""}",1,1,True,[],,fiscalização dos recuso destinado ao estado e município. ,"fiscalização da verba ,destinada aos estado e municipio, para que realmente chegue aos fazedores de cultura.",Cultura
12638,10,1.0,"2023-10-20T16:32:02,539","2023-10-27T15:02:25,633",38,,,,brasilpartipativo-PROP-2023-10-12638,,,,"2023-10-20T16:32:36,090",0,1,,995,False,,,,,0,"{""pt-BR"": ""Ampliação e fortalecimento de espaços públicos de lazer""}","{""pt-BR"": ""Investir na criação e melhoria de praças, parques e quadras esportivas, com estrutura adequada para a prática de atividades esportivas e culturais, proporcionando locais seguros e agradáveis para que os jovens possam desfrutar de momentos de lazer.""}",2,1,True,[],,ampliação e fortalecimento de espaços públicos de lazer,"investir na criação e melhoria de praças, parques e quadras esportivas, com estrutura adequada para a prática de atividades esportivas e culturais, proporcionando locais seguros e agradáveis para que os jovens possam desfrutar de momentos de lazer.",Cultura
13836,10,1.0,"2023-10-30T18:56:45,782","2023-10-30T21:25:59,589",12,,,,brasilpartipativo-PROP-2023-10-13836,,,,"2023-10-30T18:57:14,237",0,1,,2182,False,,,,,0,"{""pt-BR"": ""Criação de espaço de lazer,esporte e cultura;""}","{""pt-BR"": ""Criação de projetos culturais que garantam a disseminação da cultura regional, garantindo a unidade\nmóvel e investimento de locais rurais.\nCriar,manter,investir, projetos de juventude já existentes, garantindo verba anual para a execução\ndesses projetos.""}",2,2,True,[],,"criação de espaço de lazer,esporte e cultura;","criação de projetos culturais que garantam a disseminação da cultura regional, garantindo a unidade
móvel e investimento de locais rurais.
criar,manter,investir, projetos de juventude já existentes, garantindo verba anual para a execução
desses projetos.",Cultura
11622,10,,"2023-08-30T13:47:25,163","2023-08-31T13:47:49,514",3,rejected,"2023-08-31T13:47:49,503","{""pt-BR"": ""<p>Proposta feita apenas no período de teste da plataforma, pela equipe gestora</p>""}",brasilpartipativo-PROP-2023-08-11622,,,,"2023-08-30T13:47:43,963",0,1,,2,False,,{},{},"2023-08-31T13:47:49,504",0,"{""pt-BR"": ""Meio ambiente e vida""}","{""pt-BR"": ""Em defesa da sustentabilidade e no combate q mudanças climáticas""}",2,1,True,[],,meio ambiente e vida,em defesa da sustentabilidade e no combate q mudanças climáticas,Cultura
17661,68,,"2023-12-12T13:48:26,207","2023-12-12T14:39:25,986",5,,,,brasilpartipativo-PROP-2023-12-17661,,,,"2023-12-12T14:05:53,897",0,1,,36,False,,,,,0,"{""pt-BR"": ""A Chapada Apodi é do povo!""}","{""pt-BR"": ""Desde 2018 com a chegada do agronegócio as comunidades da Chapada do Apodi no Ceará tiveram seu cotidiano alterado com o cercamento das áreas, desmatamento do bioma Caatinga e uso intenso de agrotóxicos para plantio de culturas como algodão, milho e soja. A situação vem se tornando insuportável diante o barulho do desmatamento e odor dos agrotóxicos. Com isso a presente moção visa apoiar as comunidades citadas para que seja encontrada uma solução que proteja a saúde dessas famílias.""}",2,1,True,[],,a chapada apodi é do povo!,"desde 2018 com a chegada do agronegócio as comunidades da chapada do apodi no ceará tiveram seu cotidiano alterado com o cercamento das áreas, desmatamento do bioma caatinga e uso intenso de agrotóxicos para plantio de culturas como algodão, milho e soja. a situação vem se tornando insuportável diante o barulho do desmatamento e odor dos agrotóxicos. com isso a presente moção visa apoiar as comunidades citadas para que seja encontrada uma solução que proteja a saúde dessas famílias.",Cultura
